Total_Population,Median_Income,Percent_Bachelor_or_Higher,ZIP
1260,79861,91.1,04238
4637,76587,92.3,04239
37577,54317,88.5,04240
4698,70096,94.0,04250
4971,69989,96.7,04252
1873,72935,98.2,04253
3061,45724,92.2,04254
687,54167,93.0,04255
3094,67426,92.2,04256
2758,44943,92.6,04257
2760,90792,94.7,04258
3410,78864,94.9,04259
5705,97939,96.2,04260
311,36250,98.9,04261
2267,76799,90.1,04263
697,41619,89.6,04265
36,66500,87.5,04267
5113,54135,89.3,04268
6127,72284,88.6,04270
0,-666666666,-666666666.0,04271
5883,100344,96.7,04274
746,52396,97.5,04275
5871,42845,86.2,04276
6935,70536,91.0,04280
5226,53801,89.7,04281
5822,83305,96.9,04282
1069,70806,95.6,04284
398,61797,99.4,04285
0,-666666666,-666666666.0,04286
3158,85353,88.3,04287
1980,54338,89.4,04289
1620,71058,94.3,04290
1000,48750,90.9,04292
3949,53493,96.3,04294
26394,52500,94.4,04330
38,-666666666,100.0,04341
1814,72596,88.8,04342
2988,62734,96.9,04344
12282,70194,95.6,04345
1522,48654,94.5,04346
2558,62990,93.8,04347
3508,71211,95.1,04348
1302,55000,98.0,04349
3605,72596,95.1,04350
2387,83681,95.0,04351
1618,67656,95.4,04352
2269,76411,89.0,04353
1447,95125,96.3,04354
2616,96563,95.3,04355
3536,61357,93.9,04357
4434,94645,95.6,04358
326,-666666666,83.1,04359
642,71103,95.7,04360
2643,64118,92.2,04363
6138,79273,98.2,04364
44285,62287,95.1,04401
671,54063,94.1,04406
196,61667,97.4,04408
1090,69917,93.4,04410
1693,85469,99.1,04411
9633,55870,94.9,04412
170,60278,94.7,04413
1759,56875,94.6,04414
271,38281,74.4,04415
5586,56598,96.3,04416
407,34201,90.2,04417
1785,56406,94.6,04418
2902,94042,97.2,04419
1289,78088,98.3,04421
1094,72708,91.1,04422
953,42167,96.0,04424
4903,49918,88.9,04426
2916,55250,92.0,04427
3500,67354,92.7,04428
4924,86685,96.7,04429
1541,44531,92.9,04430
61,-666666666,100.0,04431
1200,71250,87.3,04434
1170,66357,88.5,04435
1323,70909,91.9,04438
1761,59332,97.3,04441
135,37039,100.0,04442
2162,46417,89.9,04443
9303,94018,96.3,04444
1397,48750,89.8,04448
1127,52143,92.8,04449
1370,72614,88.1,04450
265,29946,82.1,04451
870,36250,83.6,04453
5,-666666666,100.0,04454
814,46250,92.9,04455
2965,67983,95.2,04456
5794,45019,92.4,04457
688,46875,87.1,04459
1200,37200,87.9,04460
3073,59091,86.6,04461
4506,46060,94.5,04462
2678,55444,93.0,04463
493,49861,93.6,04464
9234,47164,95.2,04468
2958,-666666666,100.0,04469
585,35682,92.4,04471
1891,64797,96.5,04472
8171,56682,98.1,04473
3820,82656,96.9,04474
505,48125,89.9,04475
1091,53224,99.4,04476
507,58304,98.4,04478
1141,34464,93.6,04479
548,68452,94.1,04481
183,71250,90.1,04485
812,39417,91.7,04487
1293,60568,93.8,04488
327,-666666666,100.0,04489
238,47031,97.0,04490
154,47292,84.9,04491
97,30000,88.9,04492
1823,56389,94.5,04493
349,40114,91.4,04495
3837,85809,92.9,04496
345,46528,86.8,04497
11584,69587,94.0,04530
747,85096,93.6,04535
1438,66719,90.0,04537
1737,63375,92.9,04538
1424,75188,97.0,04539
55,54464,100.0,04541
2257,54677,96.9,04543
1057,59417,98.9,04544
1145,70625,94.2,04547
868,78261,94.2,04548
815,91842,92.7,04551
1766,81979,98.4,04553
676,85000,95.2,04554
1554,93274,98.3,04555
1314,82237,96.9,04556
276,78409,96.2,04558
1961,96715,97.2,04562
1464,71875,97.5,04563
436,112250,99.7,04564
516,54375,98.0,04568
0,-666666666,-666666666.0,04570
552,53996,100.0,04571
5178,58278,93.6,04572
460,90446,96.9,04573
1711,57692,89.0,04574
336,-666666666,99.6,04575
467,68542,99.3,04576
4657,86300,95.0,04578
3112,92596,94.0,04579
14686,65131,94.8,04605
1192,48696,86.3,04606
1308,68102,90.7,04607
5161,67045,96.1,04609
513,58438,84.5,04611
490,81875,90.8,04612
93,77734,86.0,04613
2797,55841,92.2,04614
745,60250,98.5,04616
725,49897,95.1,04617
3078,45250,87.6,04619
868,35938,80.3,04622
1124,58438,93.0,04623
136,51705,100.0,04624
52,66250,100.0,04625
517,53929,97.2,04626
2044,58750,94.3,04627
501,42500,95.9,04628
1377,55179,95.2,04630
1211,44919,95.5,04631
1964,58952,91.2,04634
10,-666666666,100.0,04635
2432,67298,96.9,04640
159,55000,100.0,04642
845,67361,89.6,04643
43,-666666666,100.0,04645
100,69375,97.2,04646
593,56094,90.7,04648
1206,47875,90.7,04649
280,108661,96.1,04650
1461,57798,90.5,04652
700,62500,94.6,04653
3385,46215,89.6,04654
924,58500,94.2,04655
322,52500,92.7,04657
1369,58594,95.6,04658
1102,70069,99.0,04660
487,144875,100.0,04662
1515,64375,96.8,04664
1324,55347,92.9,04666
1324,64293,91.6,04667
1741,44792,89.6,04668
144,89318,95.6,04669
626,56250,90.8,04671
186,-666666666,97.5,04673
313,76250,96.2,04674
83,-666666666,100.0,04675
1169,72955,92.4,04676
286,77969,93.8,04677
1496,58603,97.1,04679
1248,67717,88.8,04680
826,65417,95.0,04681
0,-666666666,-666666666.0,04683
1756,67578,90.0,04684
417,78000,88.1,04685
191,54375,89.3,04686
515,50700,97.1,04691
434,60547,90.8,04693
2352,58221,91.8,04694
10092,51017,89.9,04730
1584,47292,90.4,04732
483,53438,80.5,04733
832,66250,84.6,04734
483,51250,81.4,04735
9022,50286,92.5,04736
0,-666666666,-666666666.0,04737
791,39792,84.3,04739
1341,45179,94.6,04740
3323,63221,90.3,04742
4701,59635,92.4,04743
872,52841,95.3,04745
392,32583,88.8,04746
1295,55104,94.3,04747
1926,43042,90.4,04750
3190,36932,93.3,04756
2635,78482,94.5,04757
1438,57083,88.8,04758
713,56667,89.8,04760
465,49559,96.4,04761
505,55625,97.6,04762
656,43900,90.7,04763
14,29000,85.7,04764
1030,42542,92.8,04765
327,53375,94.0,04766
397,53393,92.7,04768
8772,52109,91.6,04769
885,68083,81.5,04772
691,58229,95.9,04773
609,35625,91.3,04774
955,47292,78.2,04776
427,39583,75.2,04777
333,69485,94.4,04779
899,49063,85.0,04780
513,56458,88.2,04781
458,47500,92.7,04783
2169,39732,81.7,04785
1623,46300,84.7,04786
484,45357,92.2,04787
6986,52212,89.3,04841
5221,90739,96.5,04843
1795,81343,96.2,04847
617,73611,97.6,04848
3808,76633,95.4,04849
95,48125,94.5,04851
119,-666666666,100.0,04852
448,89688,98.6,04853
1440,80244,95.0,04854
266,250001,100.0,04855
3636,86188,93.0,04856
1371,80658,96.8,04858
781,87500,92.1,04859
1590,65104,88.8,04860
2753,58426,92.9,04861
4130,62500,96.7,04862
981,73269,99.0,04863
4873,79540,93.7,04864
26463,50835,92.2,04901
2311,54375,96.7,04910
1849,50662,83.7,04911
783,45625,81.6,04912
9078,54164,93.4,04915
3258,81691,99.5,04917
0,-666666666,-666666666.0,04918
1688,40250,92.3,04920
1586,58313,91.7,04921
829,40893,83.5,04922
522,56667,86.4,04923
2191,54406,93.8,04924
16,-666666666,75.0,04925
0,-666666666,-666666666.0,04926
3381,69861,93.7,04927
1925,54238,87.6,04928
788,41964,85.8,04929
4226,50354,87.9,04930
1186,64286,94.2,04932
179,33393,87.8,04936
6397,55293,93.5,04937
10261,52471,94.8,04938
817,41563,87.5,04939
0,-666666666,-666666666.0,04940
1736,61583,94.2,04941
1101,40625,94.1,04942
1656,41500,90.3,04943
78,-666666666,100.0,04944
1242,55203,93.9,04945
1588,69167,94.4,04947
884,56406,92.7,04949
4738,55839,93.3,04950
1079,73333,95.3,04951
1730,64750,90.9,04952
3143,61711,92.4,04953
1449,61146,94.7,04955
691,56786,96.0,04956
4025,58806,93.1,04957
2198,55652,91.8,04958
732,41099,91.7,04961
7376,70346,94.7,04963
114,72596,100.0,04964
2147,59643,86.4,04965
1651,44342,90.7,04966
3924,52026,90.3,04967
1319,55875,93.5,04969
1507,57379,93.6,04970
1822,59479,92.5,04971
1415,81536,95.9,04973
2649,58112,93.1,04974
36,-666666666,100.0,04975
10036,53453,92.3,04976
943,101932,95.7,04978
830,48281,88.6,04979
2479,72500,96.8,04981
328,35388,89.7,04982
1594,41648,92.6,04983
735,50776,95.0,04984
153,-666666666,92.4,04985
2382,57463,86.2,04986
962,45800,92.2,04987
1988,51944,89.6,04988
4526,70958,94.2,04989
0,-666666666,-666666666.0,04992
9644,70462,95.7,05001
0,-666666666,-666666666.0,05009
101,-666666666,100.0,05030
42,-666666666,66.7,05031
2894,72417,98.0,05032
3021,72256,96.1,05033
133,38750,87.2,05034
757,61806,91.9,05035
1164,89500,94.8,05036
853,95625,98.3,05037
1435,61875,97.0,05038
1053,71912,88.7,05039
652,92386,97.5,05040
224,68750,94.8,05041
669,60000,95.9,05042
1131,79779,95.9,05043
1768,68611,94.6,05045
1323,73162,94.6,05046
2649,87005,97.0,05048
118,-666666666,100.0,05050
1232,67083,95.7,05051
358,79375,87.8,05052
294,139886,99.0,05053
3404,132153,100.0,05055
454,57250,94.8,05056
138,67262,100.0,05058
419,-666666666,95.8,05059
4201,69311,95.7,05060
1821,77542,92.4,05061
498,70500,96.3,05062
1116,69688,93.0,05065
142,110833,100.0,05067
2910,74135,92.1,05068
606,93750,93.4,05069
457,119427,91.7,05070
139,107708,92.8,05071
622,105333,97.3,05072
22,-666666666,100.0,05073
1200,104464,98.0,05075
516,67083,82.8,05076
1112,83750,92.8,05077
863,66759,90.8,05079
553,40750,85.2,05081
259,52813,90.2,05083
176,-666666666,97.0,05084
563,76000,91.9,05086
827,70598,96.5,05088
4403,49287,91.5,05089
3426,97396,98.7,05091
4095,66219,97.0,05101
121,-666666666,100.0,05141
746,73125,97.9,05142
4967,70911,94.4,05143
652,83611,90.8,05146
1458,78990,92.4,05148
2241,56607,94.9,05149
424,63500,100.0,05150
1491,83077,94.4,05151
444,111591,97.7,05152
801,75500,96.6,05153
585,140833,100.0,05154
709,74306,94.8,05155
9307,62828,90.9,05156
1148,89063,88.0,05158
800,113375,97.5,05161
14901,58257,91.7,05201
3865,79044,95.3,05250
1330,98750,98.3,05251
627,72885,98.0,05252
588,38333,100.0,05253
439,89018,100.0,05254
4100,87091,95.1,05255
3022,89083,96.3,05257
263,58640,96.3,05260
2354,71711,95.2,05261
1949,101741,97.5,05262
16673,52616,95.2,05301
748,66691,95.7,05340
593,-666666666,93.9,05341
612,53646,99.3,05342
1056,66932,98.8,05343
511,-666666666,100.0,05344
1757,66875,93.2,05345
5262,76445,93.2,05346
765,56250,90.0,05350
184,-666666666,94.7,05351
987,75833,92.5,05352
1434,86250,96.8,05353
2548,77254,87.8,05354
717,82778,95.1,05355
634,49622,97.6,05356
425,59044,87.6,05358
669,75357,97.3,05359
428,75000,96.3,05360
978,67153,82.4,05361
186,57875,94.1,05362
1919,78529,93.8,05363
32019,59052,94.9,05401
20177,90383,97.9,05403
8082,69583,90.4,05404
2575,-666666666,-666666666.0,05405
10067,90522,92.4,05408
1340,-666666666,-666666666.0,05439
1857,71116,94.8,05440
611,78958,94.6,05441
402,85917,94.9,05442
6360,85134,94.8,05443
1646,83500,97.4,05444
3910,124611,99.6,05445
16292,90550,95.2,05446
106,46458,91.3,05447
845,69609,91.0,05448
5306,68443,91.9,05450
22338,97383,94.1,05452
5255,103269,97.6,05454
1312,108068,93.9,05455
949,132250,96.4,05456
1622,99063,94.8,05457
2254,94398,94.4,05458
1835,76364,77.5,05459
4866,115808,94.3,05461
1782,89848,96.4,05462
551,73750,95.1,05463
3014,89392,97.9,05464
5589,111831,98.5,05465
13254,107744,93.7,05468
693,40104,94.2,05471
1937,99276,97.0,05472
1516,89211,96.1,05473
1157,80893,98.6,05474
3254,60426,87.2,05476
4389,118185,98.2,05477
16034,67705,92.7,05478
0,-666666666,-666666666.0,05481
7800,106863,97.1,05482
1746,67052,92.1,05483
0,-666666666,-666666666.0,05485
1516,130313,98.3,05486
1736,71359,95.8,05487
7984,70472,88.6,05488
3652,87941,97.9,05489
5880,87216,94.1,05491
774,84375,93.2,05492
1614,104313,99.3,05494
10888,99560,94.8,05495
12572,78376,97.7,05602
251,125149,100.0,05640
16860,68592,92.5,05641
1214,68832,92.9,05647
569,99250,94.6,05648
377,95313,87.9,05649
902,90139,91.9,05650
1546,87417,96.8,05651
727,62167,82.1,05652
608,63333,91.5,05653
1229,56289,94.8,05654
3022,73333,88.2,05655
3491,59286,97.0,05656
1521,63859,89.0,05658
1909,94952,96.9,05660
6081,62799,96.0,05661
6727,80402,95.1,05663
0,-666666666,-666666666.0,05664
36,41250,100.0,05666
2257,55268,95.4,05667
918,69844,93.2,05669
31,-666666666,100.0,05670
5214,83167,97.1,05672
2284,91014,97.8,05673
1736,82750,99.0,05674
928,67143,93.8,05675
4776,84641,96.0,05676
2357,131855,96.1,05677
84,73977,100.0,05678
3072,88450,91.7,05679
2016,67898,85.6,05680
150,80833,100.0,05681
1238,74464,90.6,05682
20469,56667,92.8,05701
412,86944,91.4,05730
0,-666666666,-666666666.0,05731
1267,43750,90.5,05732
6038,67780,95.2,05733
1289,72583,94.6,05734
3646,49643,92.1,05735
512,56250,96.4,05736
566,87039,94.3,05737
1331,93214,96.9,05738
1299,57750,92.8,05739
699,61833,85.5,05742
4129,67083,93.4,05743
436,70815,87.4,05744
0,-666666666,-666666666.0,05746
313,56250,93.6,05747
480,69623,92.3,05748
766,74000,97.8,05751
10927,88041,94.7,05753
748,68889,93.4,05757
661,58884,90.3,05758
2038,61360,97.3,05759
829,61103,93.3,05760
1056,66538,94.1,05761
436,64688,94.1,05762
3009,63738,95.2,05763
3079,65234,94.7,05764
1852,65938,97.3,05765
494,113889,94.7,05766
1301,68134,96.5,05767
41,38636,100.0,05768
1186,90761,91.9,05769
1170,85625,91.9,05770
760,67917,98.0,05772
2531,76635,93.8,05773
921,70658,91.7,05774
620,55000,91.2,05775
346,50603,94.5,05776
3372,54470,94.7,05777
1027,72917,90.1,05778
9383,57747,94.5,05819
395,65000,95.6,05820
949,67386,95.5,05821
1924,61111,93.2,05822
1202,57083,93.8,05824
49,-666666666,100.0,05825
770,60938,95.1,05826
546,85263,98.0,05827
2102,67847,95.1,05828
1683,65417,92.7,05829
1372,64375,92.0,05830
1157,69615,95.4,05832
38,63542,87.9,05833
1371,93818,91.0,05836
352,33611,82.6,05837
639,68295,91.0,05839
53,-666666666,84.8,05840
343,69375,98.1,05841
509,68438,88.7,05842
2414,59286,96.2,05843
1318,75000,92.0,05845
1225,44375,88.9,05846
1003,48438,81.4,05847
308,-666666666,100.0,05850
5933,61935,92.1,05851
803,93125,94.7,05853
7638,57332,88.4,05855
1490,72865,92.9,05857
290,46250,87.7,05858
2164,74219,93.8,05859
2848,59851,94.2,05860
349,75938,93.9,05862
780,75000,88.8,05866
598,52396,97.0,05867
72,132813,100.0,05868
1306,62500,89.3,05871
893,45134,93.1,05872
672,84479,93.4,05873
656,86979,93.0,05874
440,61250,87.3,05875
0,-666666666,-666666666.0,05901
131,31250,59.6,05902
596,57125,88.1,05903
239,36806,85.5,05904
943,73654,93.6,05905
1328,56875,88.2,05906
122,49643,86.1,05907
19119,145537,96.5,06001
21460,90061,92.2,06002
61077,82159,92.7,06010
9557,148696,97.0,06013
6677,109954,92.2,06016
2678,49794,87.0,06018
9782,109176,99.2,06019
38,-666666666,100.0,06020
1594,120625,95.1,06021
76,-666666666,100.0,06022
1576,91667,83.1,06023
534,89271,71.5,06024
5154,107215,93.9,06026
1230,107813,97.8,06027
16519,124450,97.2,06029
1426,97083,98.5,06031
18540,116231,95.4,06032
29251,138838,97.8,06033
7810,106341,98.0,06035
18573,110546,92.4,06037
1878,102798,98.5,06039
36847,80426,92.4,06040
22663,87808,94.2,06042
4851,114948,95.4,06043
31711,44017,74.4,06051
8207,72917,90.7,06052
34405,59633,84.7,06053
6078,106250,99.1,06057
1975,90000,97.2,06058
229,-666666666,100.0,06059
2331,151004,96.3,06060
602,71485,100.0,06061
17537,78867,90.7,06062
3320,124107,96.7,06063
723,114564,99.0,06065
30289,79875,92.4,06066
20705,96773,95.0,06067
2074,74722,97.7,06068
2534,102297,94.2,06069
15023,144375,98.2,06070
10495,106600,89.5,06071
0,-666666666,-666666666.0,06072
5854,185387,98.9,06073
26805,134080,97.2,06074
11949,92083,94.9,06076
10633,120208,95.8,06078
0,-666666666,-666666666.0,06079
1332,-666666666,55.9,06080
1803,83607,95.1,06081
41346,90741,93.7,06082
14640,133005,98.0,06084
7537,127442,96.5,06085
4503,78803,95.1,06088
3391,118750,98.7,06089
875,171528,97.4,06090
185,85104,98.1,06091
4400,193750,98.2,06092
3711,124079,94.4,06093
29445,103521,94.2,06095
12563,85570,95.3,06096
10197,72625,94.4,06098
2419,76395,95.1,06103
19002,37725,82.2,06105
38511,42820,69.4,06106
20717,163902,98.2,06107
24158,52712,86.7,06108
27192,108656,94.3,06109
12813,81600,85.6,06110
30458,100239,92.4,06111
21977,40465,78.4,06112
26077,46632,71.9,06114
15726,164826,96.2,06117
26784,74495,89.4,06118
14592,101978,94.9,06119
13479,31580,74.1,06120
19103,45752,82.0,06226
3739,149028,96.6,06231
3160,124167,97.8,06232
8430,85072,90.6,06234
2193,92083,90.0,06235
5280,124311,87.8,06237
12254,101916,96.9,06238
11417,69979,89.5,06239
6776,79790,88.3,06241
1256,88558,97.1,06242
130,250001,100.0,06243
2304,106842,95.1,06247
5388,125047,97.1,06248
7145,107050,94.1,06249
6304,91080,95.3,06250
1892,95543,95.5,06254
4221,87000,92.5,06255
2273,65000,93.9,06256
95,-666666666,100.0,06258
4391,101150,95.5,06259
9248,63648,82.8,06260
670,68333,84.5,06262
217,80991,87.2,06263
235,84578,100.0,06264
227,79375,100.0,06266
12961,48733,97.0,06268
8863,-666666666,97.7,06269
4328,108472,93.0,06277
4421,96813,95.9,06278
5586,85893,95.6,06279
3337,73736,93.0,06280
7369,98346,97.4,06281
931,103419,95.3,06282
27600,56237,87.6,06320
3305,97857,92.4,06330
5082,96126,89.9,06331
938,55934,82.8,06332
7070,131250,97.8,06333
2343,101845,98.3,06334
6199,94212,97.4,06335
67,162500,100.0,06336
41,128750,100.0,06338
9239,93561,96.4,06339
29672,76138,92.9,06340
82,-666666666,96.1,06350
15695,75737,91.6,06351
75,-666666666,100.0,06353
5331,78116,95.4,06354
12481,121484,97.8,06355
11530,94010,95.5,06357
5160,91932,94.1,06359
37219,63364,86.8,06360
4719,104868,94.8,06365
7839,102914,93.3,06370
9972,122003,96.9,06371
115,-666666666,100.0,06373
8119,67561,91.0,06374
3696,103134,97.3,06375
43,-666666666,100.0,06376
3032,84593,92.8,06377
5488,113482,99.0,06378
8973,81991,94.7,06379
2725,53381,89.5,06380
10240,79160,90.1,06382
2683,79789,91.6,06384
15886,101994,96.3,06385
236,115144,87.3,06387
110,-666666666,81.8,06389
53,47708,100.0,06390
19361,69663,86.8,06401
6061,98042,96.0,06403
28041,94558,96.8,06405
863,77153,96.3,06409
28775,147909,93.8,06410
3740,90929,95.7,06412
13271,110675,95.0,06413
334,-666666666,95.7,06414
16130,115339,96.0,06415
14250,101424,95.1,06416
4445,85859,94.4,06417
11966,68944,90.5,06418
6216,124620,98.6,06419
4307,114855,98.5,06420
7197,148095,95.7,06422
4887,108250,97.7,06423
12372,115136,94.8,06424
3377,97778,99.1,06426
22046,124793,97.2,06437
3079,140000,96.0,06438
23,-666666666,100.0,06439
5234,117562,96.0,06441
2514,97115,96.9,06442
17658,156171,98.9,06443
245,109297,100.0,06444
6134,134643,96.7,06447
36074,64887,86.0,06450
24482,59540,83.8,06451
2834,102292,95.4,06455
271,110556,96.8,06456
47030,75137,94.7,06457
1122,-666666666,100.0,06459
37208,100614,96.4,06460
15075,121185,93.2,06461
396,-666666666,99.6,06467
18851,145714,97.1,06468
3377,98661,94.7,06469
15511,141197,95.2,06470
7195,115855,97.0,06471
6501,114410,95.8,06472
24588,121980,94.9,06473
10492,99825,94.9,06475
14231,138514,97.2,06477
12801,123000,96.2,06478
9947,107493,91.0,06479
9409,116098,93.0,06480
1406,97045,98.3,06481
11830,146184,97.1,06482
16766,96747,92.5,06483
41206,112366,93.6,06484
19936,107266,94.5,06488
32924,121585,94.1,06489
44267,98513,93.4,06492
6829,76691,92.9,06498
3966,69694,97.1,06510
55940,55248,90.6,06511
29522,81510,91.7,06512
38217,46214,78.5,06513
25687,84381,92.9,06514
19749,73161,92.2,06515
55336,72827,87.4,06516
14287,93877,95.4,06517
20849,101493,96.4,06518
16050,40069,77.8,06519
5295,141000,95.3,06524
9050,190536,97.6,06525
28264,42282,80.9,06604
25860,57751,82.7,06605
54125,64142,82.3,06606
7133,48038,74.7,06607
10923,39450,66.3,06608
22165,49396,78.0,06610
36922,153846,95.4,06611
7630,181934,98.2,06612
36184,99934,93.2,06614
16252,78636,92.3,06615
3260,14852,72.2,06702
30124,47736,81.8,06704
25744,54129,85.2,06705
15459,54075,76.7,06706
29215,61111,85.3,06708
10684,47792,73.9,06710
9411,124382,92.6,06712
16094,113214,96.3,06716
1333,120417,93.0,06750
3399,113650,98.6,06751
1709,149722,97.5,06752
28,-666666666,100.0,06753
1912,104821,98.7,06754
826,107316,94.6,06755
3001,139283,100.0,06756
2029,93438,85.2,06757
24,68750,100.0,06758
5550,118527,96.5,06759
7665,135114,96.5,06762
2035,102284,97.6,06763
31741,91114,89.4,06770
27318,97348,96.0,06776
1570,106118,96.3,06777
1409,76953,92.4,06778
7987,81686,89.8,06779
2314,99712,88.5,06782
2061,131667,98.3,06783
3515,112656,96.8,06784
904,110774,100.0,06785
9398,93110,94.1,06786
7502,91913,96.1,06787
35563,66762,87.9,06790
5539,102282,95.2,06791
1381,112500,79.9,06793
971,53214,100.0,06794
14190,86104,95.0,06795
799,104444,95.5,06796
9775,120577,98.1,06798
20406,108382,91.5,06801
17797,132349,96.5,06804
7641,190515,95.3,06807
54957,71618,81.0,06810
31170,100348,87.3,06811
13596,140844,95.2,06812
21571,250001,97.9,06820
36969,182768,97.3,06824
20565,131397,95.2,06825
24881,140024,95.1,06830
14681,215797,97.1,06831
20709,250001,98.8,06840
19286,115958,90.8,06850
28217,103156,91.3,06851
3160,250001,99.6,06853
32228,80398,83.6,06854
8085,97880,88.2,06855
8096,215000,98.3,06870
25059,169623,97.2,06877
8303,250001,96.6,06878
27331,242574,97.3,06880
10336,220754,98.4,06883
4443,197143,98.3,06890
8747,165176,98.9,06896
18473,230545,98.5,06897
9599,75815,89.8,06901
73238,85517,84.5,06902
13266,206397,96.8,06903
20201,125804,93.9,06905
10057,95778,83.7,06906
8948,112827,93.5,06907
17211,84549,88.3,07001
70497,80044,89.8,07002
52594,92223,92.4,07003
7723,110703,96.6,07004
15106,120783,96.0,07005
26449,144142,96.3,07006
25170,79081,83.7,07008
13225,152813,96.3,07009
25546,96734,87.4,07010
40042,71489,84.6,07011
14870,94615,93.4,07012
29725,113991,91.5,07013
4098,110625,96.1,07014
23838,152941,97.3,07016
39557,60137,86.5,07017
29216,57482,86.1,07018
